condition,task,run,model,timestamp,success,input_tokens,input_tokens_cached,output_tokens,reasoning_tokens,total_cost_usd,wall_clock_seconds,turn_count,command_count,error_count
chrome-devtools-mcp-code,multi_site_research,2,claude-sonnet-4-6,2026-03-26T22:28:19.154Z,true,695471,661536,5251,0,0.40446704999999994,96.344,19,0,0
chrome-devtools-mcp-search,broken_element_interaction,2,claude-sonnet-4-6,2026-03-26T22:28:23.082Z,true,159615,135620,706,0,0.14125125,24.514,5,0,0
chrome-devtools-mcp-code,multi_site_research,3,claude-sonnet-4-6,2026-03-26T22:28:46.977Z,true,199271,171620,1325,0,0.175047,23.965,6,0,0
chrome-devtools-mcp-search,broken_element_interaction,3,claude-sonnet-4-6,2026-03-26T22:28:51.197Z,true,193279,168958,893,0,0.1552779,23.923,6,0,0
chrome-devtools-mcp-search,broken_element_interaction,4,claude-sonnet-4-6,2026-03-26T22:29:18.076Z,true,159466,135569,600,0,0.13927845000000003,23.052,5,0,0
chrome-devtools-mcp-search,broken_element_interaction,5,claude-sonnet-4-6,2026-03-26T22:29:53.170Z,true,194365,169673,870,0,0.15653865,30.251,6,0,0
chrome-devtools-mcp-code,multi_site_research,4,claude-sonnet-4-6,2026-03-26T22:30:58.765Z,true,834568,795548,5541,0,0.46808864999999994,122.697,20,0,0
pinchtab,wikipedia_deep_extraction,1,claude-sonnet-4-6,2026-03-26T22:31:21.988Z,true,781162,740737,3622,0,0.4281275999999999,236.689,22,0,0
pinchtab,wikipedia_deep_extraction,2,claude-sonnet-4-6,2026-03-26T22:31:58.536Z,true,232303,202618,1704,0,0.19765815,32.33,7,0,0
chrome-devtools-mcp-code,multi_site_research,5,claude-sonnet-4-6,2026-03-26T22:32:01.314Z,true,402313,371195,2777,0,0.269697,57.116,11,0,0
pinchtab,wikipedia_deep_extraction,3,claude-sonnet-4-6,2026-03-26T22:32:28.471Z,true,199079,169616,1314,0,0.1810758,25.261,6,0,0
chrome-devtools-mcp-code,tabular_data_analysis,1,claude-sonnet-4-6,2026-03-26T22:32:50.043Z,true,296051,269740,1853,0,0.20737574999999997,43.656,9,0,0
pinchtab,wikipedia_deep_extraction,4,claude-sonnet-4-6,2026-03-26T22:33:17.699Z,true,271665,241661,1922,0,0.21383655,44.545,8,0,0
chrome-devtools-mcp-code,tabular_data_analysis,2,claude-sonnet-4-6,2026-03-26T22:33:39.498Z,true,185613,151271,1922,0,0.20298929999999998,43.647,5,0,0
chrome-devtools-mcp-code,tabular_data_analysis,3,claude-sonnet-4-6,2026-03-26T22:34:13.898Z,true,152444,113559,1462,0,0.2018127,27.434,4,0,0
pinchtab,wikipedia_deep_extraction,5,claude-sonnet-4-6,2026-03-26T22:34:23.116Z,true,169625,139090,2492,0,0.19360875,49.436,5,0,0
pinchtab,github_issue_investigation,1,claude-sonnet-4-6,2026-03-26T22:34:52.628Z,true,197673,171363,1372,0,0.17064615,25.631,6,0,0
chrome-devtools-mcp-code,tabular_data_analysis,4,claude-sonnet-4-6,2026-03-26T22:35:04.858Z,true,294454,269146,2183,0,0.20838629999999997,45.835,9,0,0
pinchtab,github_issue_investigation,2,claude-sonnet-4-6,2026-03-26T22:35:34.602Z,true,233031,205971,1771,0,0.1898253,31.47,7,0,0
chrome-devtools-mcp-code,tabular_data_analysis,5,claude-sonnet-4-6,2026-03-26T22:35:48.767Z,true,226408,201303,1502,0,0.17705865,39.86,7,0,0
chrome-devtools-mcp-code,navigate_404,1,claude-sonnet-4-6,2026-03-26T22:36:11.986Z,true,96500,71910,760,0,0.1251825,18.887,3,0,0
pinchtab,github_issue_investigation,3,claude-sonnet-4-6,2026-03-26T22:36:30.466Z,true,301222,273996,1838,0,0.21185879999999999,51.281,9,0,0
chrome-devtools-mcp-code,navigate_404,2,claude-sonnet-4-6,2026-03-26T22:36:33.656Z,true,96220,71822,659,0,0.1229211,15.675,3,0,0
chrome-devtools-mcp-code,navigate_404,3,claude-sonnet-4-6,2026-03-26T22:36:52.961Z,true,96263,71846,657,0,0.12296955000000001,15.409,3,0,0
chrome-devtools-mcp-code,navigate_404,4,claude-sonnet-4-6,2026-03-26T22:37:12.188Z,true,96248,71839,671,0,0.12314744999999999,14.684,3,0,0
chrome-devtools-mcp-code,navigate_404,5,claude-sonnet-4-6,2026-03-26T22:37:31.061Z,true,96260,71847,617,0,0.12235485000000001,15.021,3,0,0
pinchtab,github_issue_investigation,4,claude-sonnet-4-6,2026-03-26T22:37:39.725Z,true,278392,247769,3213,0,0.23735520000000004,65.249,8,0,0
chrome-devtools-mcp-code,broken_element_interaction,1,claude-sonnet-4-6,2026-03-26T22:37:53.621Z,true,95757,71968,916,0,0.12453615,17.38,3,0,0
pinchtab,github_issue_investigation,5,claude-sonnet-4-6,2026-03-26T22:38:10.413Z,true,196314,169809,984,0,0.1650912,25.206,6,0,0
chrome-devtools-mcp-code,broken_element_interaction,2,claude-sonnet-4-6,2026-03-26T22:38:22.606Z,true,161132,136903,1355,0,0.15225015,24.43,5,0,0
pinchtab,multi_site_research,1,claude-sonnet-4-6,2026-03-26T22:38:51.904Z,true,326733,300695,1505,0,0.21041775,35.822,10,0,0
pinchtab,multi_site_research,2,claude-sonnet-4-6,2026-03-26T22:38:59.034Z,false,0,0,0,0,0,0.97,1,0,0
chrome-devtools-mcp-code,broken_element_interaction,3,claude-sonnet-4-6,2026-03-26T22:39:24.709Z,true,410090,380638,3016,0,0.26986665,55.473,12,0,0
pinchtab,multi_site_research,3,claude-sonnet-4-6,2026-03-26T22:39:42.796Z,false,292090,266374,1252,0,0.19511969999999998,30.427,10,0,0
chrome-devtools-mcp-code,broken_element_interaction,4,claude-sonnet-4-6,2026-03-26T22:40:13.963Z,true,296334,270531,1982,0,0.20764305000000002,45.218,9,0,0
pinchtab,multi_site_research,4,claude-sonnet-4-6,2026-03-26T22:40:15.096Z,true,293184,267277,1059,0,0.19321185000000002,27.893,9,0,0
chrome-devtools-mcp-code,broken_element_interaction,5,claude-sonnet-4-6,2026-03-26T22:41:12.591Z,true,333580,306733,2670,0,0.23273790000000003,48.954,10,0,0
pinchtab,multi_site_research,5,claude-sonnet-4-6,2026-03-26T22:41:12.625Z,true,372355,344526,1906,0,0.23629755,52.121,11,0,0
pinchtab,tabular_data_analysis,1,claude-sonnet-4-6,2026-03-26T22:41:39.130Z,true,129459,102998,918,0,0.1438944,21.765,4,0,0
pinchtab,tabular_data_analysis,2,claude-sonnet-4-6,2026-03-26T22:42:53.521Z,true,433297,396613,3637,0,0.31109414999999996,69.279,12,0,0
pinchtab,tabular_data_analysis,3,claude-sonnet-4-6,2026-03-26T22:43:32.615Z,true,163338,135507,1582,0,0.16874385,34.451,5,0,0
pinchtab,tabular_data_analysis,4,claude-sonnet-4-6,2026-03-26T22:44:47.993Z,true,326477,293699,2365,0,0.24649469999999998,70.364,9,0,0
pinchtab,tabular_data_analysis,5,claude-sonnet-4-6,2026-03-26T22:46:20.010Z,true,499758,466762,4276,0,0.32789234999999994,87.708,14,0,0
pinchtab,navigate_404,1,claude-sonnet-4-6,2026-03-26T22:46:50.662Z,true,159780,133879,642,0,0.14691794999999996,17.58,5,0,0
pinchtab,navigate_404,2,claude-sonnet-4-6,2026-03-26T22:47:25.827Z,false,126224,102422,363,0,0.12542535,19.641,5,0,0
pinchtab,navigate_404,3,claude-sonnet-4-6,2026-03-26T22:47:46.955Z,true,127515,102454,492,0,0.1320912,15.8,4,0,0
pinchtab,navigate_404,4,claude-sonnet-4-6,2026-03-26T22:48:13.333Z,true,159665,134836,591,0,0.14242005,21.009,5,0,0
pinchtab,navigate_404,5,claude-sonnet-4-6,2026-03-26T22:48:38.103Z,true,127522,102744,499,0,0.13122195,19.608,4,0,0
pinchtab,broken_element_interaction,1,claude-sonnet-4-6,2026-03-26T22:48:56.648Z,true,125766,102490,554,0,0.12633824999999999,13.966,4,0,0
pinchtab,broken_element_interaction,2,claude-sonnet-4-6,2026-03-26T22:49:14.674Z,true,125766,101950,537,0,0.12794625,13.835,4,0,0
pinchtab,broken_element_interaction,3,claude-sonnet-4-6,2026-03-26T22:49:38.456Z,true,125764,102489,555,0,0.1263492,14.875,4,0,0
pinchtab,broken_element_interaction,4,claude-sonnet-4-6,2026-03-26T22:49:56.721Z,true,125762,102485,535,0,0.12605550000000001,14.245,4,0,0
pinchtab,broken_element_interaction,5,claude-sonnet-4-6,2026-03-26T22:50:16.555Z,true,125754,102224,569,0,0.12743595000000002,15.22,4,0,0
